ano,cod_produto,produto,uf,estado,municipio,qtd_produzida_ton,area_colhida_ha,valor_producao_reais
2017,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,6486,582,5100182
2018,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,6947,532,13509584
2019,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,6572,547,8847596
2020,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,5537,575,6451224
2021,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,5945,535,11818665
2022,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,6186,540,7056931
2023,41176,Tangerina,RS,Rio Grande do Sul,Pelotas,5778,539,3528296
2015,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,290,109,240914
2016,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,221,104,254667
2017,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,232,100,340374
2018,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,-,105,292389
2019,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,237,112,171112
2020,41160,Pomelo,RS,Rio Grande do Sul,PELOTAS,272,107,377013
2021,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,244,101,322069
2022,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,260,115,438412
2023,41160,Pomelo,RS,Rio Grande do Sul,Pelotas,276,107,273613
2015,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,10757,1368,7934058
2016,41151,Laranja,RS,Rio Grande do Sul,santa maria,10321,1256,9201233
2017,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,11765,1178,5076853
2018,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,8881,1239,8118303
2019,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,9336,1261,7323376
2020,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,9589,1251,7823158
2021,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,11867,1357,13639010
2022,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,10023,1372,5049479
2023,41151,Laranja,RS,Rio Grande do Sul,Santa Maria,11822,1195,6794705
2015,41155,Limão,RS,Rio Grande do Sul,SANTA MARIA,1615,83,2955659
2016,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1981,88,2629632
2017,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1858,86,2165750
2018,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1817,78,3566070
2019,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1559,76,1132344
2020,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1684,75,1135580
2021,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1813,77,2211964
2022,41155,Limão,RS,Rio Grande do Sul,Santa Maria,2041,74,1744044
2023,41155,Limão,RS,Rio Grande do Sul,Santa Maria,1642,75,1967017
2015,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1922,330,2131823
2016,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1946,326,1500403
2017,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1643,324,1030792
2018,41176,Tangerina,RS,Rio Grande do Sul,SANTA MARIA,1822,315,3371757
2019,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1742,337,1440504
2020,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1824,322,2902141
2021,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1498,309,2314872
2022,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,-,320,950360
2023,41176,Tangerina,RS,Rio Grande do Sul,Santa Maria,1705,366,2069389
2015,41160,Pomelo,RS,Rio Grande do Sul,santa maria,771,145,1460292
2016,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,711,157,661800
2017,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,832,139,1514702
2018,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,919,148,766879
2019,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,760,137,1379399
2020,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,978,131,1527130
2021,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,907,132,744072
2022,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,744,132,1249866
2023,41160,Pomelo,RS,Rio Grande do Sul,Santa Maria,717,147,462238
2015,41151,Laranja,RS,Rio Grande do Sul,gravataí,10569,634,6037767
2016,41151,Laranja,RS,Rio Grande do Sul,Gravataí,8315,623,7750536
2017,41151,Laranja,RS,Rio Grande do Sul,Gravataí,8047,547,6813469
2018,41151,Laranja,RS,Rio Grande do Sul,Gravataí,8761,,7683910
2019,41151,Laranja,RS,Rio Grande do Sul,GRAVATAÍ,10778,586,7591985
2020,41151,Laranja,RS,Rio Grande do Sul,Gravataí,10585,631,9051191
2021,41151,Laranja,RS,Rio Grande do Sul,Gravataí,8466,599,4347318
2022,41151,Laranja,RS,Rio Grande do Sul,Gravataí,10077,560,10853671
2023,41151,Laranja,RS,Rio Grande do Sul,Gravataí,9230,551,4601065
2015,41155,Limão,RS,Rio Grande do Sul,Gravataí,1362,84,979990
2016,41155,Limão,RS,Rio Grande do Sul,Gravataí,1402,88,1051297
2017,41155,Limão,RS,Rio Grande do Sul,Gravataí,,,2114000
2018,41155,Limão,RS,Rio Grande do Sul,Gravataí,1417,85,1745833
2019,41155,Limão,RS,Rio Grande do Sul,Gravataí,1514,78,1512578
2020,41155,Limão,RS,Rio Grande do Sul,Gravataí,,80,922644
2021,41155,Limão,RS,Rio Grande do Sul,Gravataí,1526,84,1797020
2022,41155,Limão,RS,Rio Grande do Sul,Gravataí,1354,73,837287
2023,41155,Limão,RS,Rio Grande do Sul,Gravataí,1554,74,1678019
2015,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1021,553,1997367
2016,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,861,,654263
2017,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1009,566,1599033
2018,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1110,607,1873465
2019,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1060,617,1284224
2020,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1064,517,724172
2021,41176,Tangerina,RS,Rio Grande do Sul,gravataí,807,523,615798
2022,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1032,545,960103
2023,41176,Tangerina,RS,Rio Grande do Sul,Gravataí,1019,595,1430509
2015,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,654,328,932279
2016,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,638,361,582591
2017,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,653,380,485099
2018,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,629,367,596001
2019,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,635,368,638015
2020,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,698,344,1282082
2021,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,624,391,1111937
2022,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,659,373,634806
2023,41160,Pomelo,RS,Rio Grande do Sul,Gravataí,605,376,884082
2015,41151,Laranja,RS,Rio Grande do Sul,Viamão,5471,405,5387651
2016,41151,Laranja,RS,Rio Grande do Sul,Viamão,5223,397,6144371
2017,41151,Laranja,RS,Rio Grande do Sul,Viamão,4662,399,3192727
2018,41151,Laranja,RS,Rio Grande do Sul,Viamão,4642,334,2497674
2019,41151,Laranja,RS,Rio Grande do Sul,Viamão,4112,396,4415033
2020,41151,Laranja,RS,Rio Grande do Sul,Viamão,4097,345,4559108
2021,41151,Laranja,RS,Rio Grande do Sul,Viamão,5360,345,5257968
2022,41151,Laranja,RS,Rio Grande do Sul,Viamão,4044,337,2764935
2023,41151,Laranja,RS,Rio Grande do Sul,Viamão,4514,337,5054188
2015,41155,Limão,RS,Rio Grande do Sul,Viamão,1193,159,894526
2016,41155,Limão,RS,Rio Grande do Sul,Viamão,1131,168,2079540
2017,41155,Limão,RS,Rio Grande do Sul,VIAMÃO,,156,1686656
2018,41155,Limão,RS,Rio Grande do Sul,Viamão,1286,150,1027868
2019,41155,Limão,RS,Rio Grande do Sul,Viamão,1279,151,1667235
2020,41155,Limão,RS,Rio Grande do Sul,Viamão,1262,167,2312574
2021,41155,Limão,RS,Rio Grande do Sul,Viamão,1239,166,1480456
2022,41155,Limão,RS,Rio Grande do Sul,Viamão,1297,172,2094238
2023,41155,Limão,RS,Rio Grande do Sul,Viamão,1414,171,1062118
2015,41176,Tangerina,RS,Rio Grande do Sul,Viamão,820,360,951898
2016,41176,Tangerina,RS,Rio Grande do Sul,Viamão,941,359,909999
2017,41176,Tangerina,RS,Rio Grande do Sul,Viamão,806,380,953455
2018,41176,Tangerina,RS,Rio Grande do Sul,VIAMÃO,747,361,1180463
2019,41176,Tangerina,RS,Rio Grande do Sul,Viamão,882,389,532721
2020,41176,Tangerina,RS,Rio Grande do Sul,Viamão,846,385,631471
2021,41176,Tangerina,RS,Rio Grande do Sul,Viamão,804,354,1228861
2022,41176,Tangerina,RS,Rio Grande do Sul,Viamão,884,346,1157520
2023,41176,Tangerina,RS,Rio Grande do Sul,Viamão,1006,381,673034
2015,41160,Pomelo,RS,Rio Grande do Sul,Viamão,2001,,3802395
2016,41160,Pomelo,RS,Rio Grande do Sul,Viamão,1852,277,2656525
2017,41160,Pomelo,RS,Rio Grande do Sul,viamão,1991,302,1473363
2018,41160,Pomelo,RS,Rio Grande do Sul,viamão,1458,303,2043182
2019,41160,Pomelo,RS,Rio Grande do Sul,Viamão,1960,323,3048528
2020,41160,Pomelo,RS,Rio Grande do Sul,Viamão,1674,283,2025750
2021,41160,Pomelo,RS,Rio Grande do Sul,Viamão,,290,2323638
2022,41160,Pomelo,RS,Rio Grande do Sul,Viamão,1728,300,2065326
2023,41160,Pomelo,RS,Rio Grande do Sul,Viamão,1517,301,2546427
2015,41151,Laranja,RS,Rio Grande do Sul,Novo Hamburgo,14293,602,16373093
2016,41151,Laranja,RS,Rio Grande do Sul,Novo Hamburgo,13626,661,15962411
2017,41151,Laranja,RS,Rio Grande do Sul,Novo Hamburgo,10790,604,4998489
2018,41151,Laranja,RS,Rio Grande do Sul,Novo Hamburgo,13843,634,
2019,41151,Laranja,RS,Rio Grande do Sul,Novo Hamburgo,10957,679,12990430
2020,41151,Laranja,RS,Rio Grande do Sul,Novo Hamburgo,12874,719,8840471
2021,41151,Laranja,RS,Rio Grande do Sul,Novo Hamburgo,13447,707,14552255
2022,41151,Laranja,RS,Rio Grande do Sul,Novo Hamburgo,11347,634,11214610
2023,41151,Laranja,RS,Rio Grande do Sul,Novo Hamburgo,14052,672,10805473
2015,41155,Limão,RS,Rio Grande do Sul,Novo Hamburgo,408,215,641621
2016,41155,Limão,RS,Rio Grande do Sul,Novo Hamburgo,429,188,824710
2017,41155,Limão,RS,Rio Grande do Sul,Novo Hamburgo,520,222,367840
2018,41155,Limão,RS,Rio Grande do Sul,Novo Hamburgo,470,219,762979
2019,41155,Limão,RS,Rio Grande do Sul,Novo Hamburgo,525,203,466615
2020,41155,Limão,RS,Rio Grande do Sul,novo hamburgo,418,221,566161
2021,41155,Limão,RS,Rio Grande do Sul,Novo Hamburgo,471,220,326958
2022,41155,Limão,RS,Rio Grande do Sul,Novo Hamburgo,418,203,832681
2023,41155,Limão,RS,Rio Grande do Sul,Novo Hamburgo,524,,482774
2015,41176,Tangerina,RS,Rio Grande do Sul,Novo Hamburgo,1178,673,1433341
2016,41176,Tangerina,RS,Rio Grande do Sul,Novo Hamburgo,1271,596,1954844
2017,41176,Tangerina,RS,Rio Grande do Sul,Novo Hamburgo,1539,650,1947075
2018,41176,Tangerina,RS,Rio Grande do Sul,Novo Hamburgo,1437,678,2322821
2019,41176,Tangerina,RS,Rio Grande do Sul,Novo Hamburgo,1375,596,1862318
2020,41176,Tangerina,RS,Rio Grande do Sul,Novo Hamburgo,1493,675,2493411
2021,41176,Tangerina,RS,Rio Grande do Sul,Novo Hamburgo,1520,577,2698978
2022,41176,Tangerina,RS,Rio Grande do Sul,Novo Hamburgo,1586,632,3090970
2023,41176,Tangerina,RS,Rio Grande do Sul,Novo Hamburgo,1248,620,1659900
2015,41160,Pomelo,RS,Rio Grande do Sul,Novo Hamburgo,1053,330,863420
2016,41160,Pomelo,RS,Rio Grande do Sul,Novo Hamburgo,1328,,1191119
2017,41160,Pomelo,RS,Rio Grande do Sul,NOVO HAMBURGO,1042,278,1386725
2018,41160,Pomelo,RS,Rio Grande do Sul,Novo Hamburgo,1381,310,2506473
2019,41160,Pomelo,RS,Rio Grande do Sul,Novo Hamburgo,1371,286,1559104
2020,41160,Pomelo,RS,Rio Grande do Sul,Novo Hamburgo,1170,289,2247297
2021,41160,Pomelo,RS,Rio Grande do Sul,Novo Hamburgo,1351,308,1072091
2022,41160,Pomelo,RS,Rio Grande do Sul,novo hamburgo,1080,274,1756802
2023,41160,Pomelo,RS,Rio Grande do Sul,Novo Hamburgo,1371,291,1454896
2015,41151,Laranja,RS,Rio Grande do Sul,São Leopoldo,2491,1178,1773460
2016,41151,Laranja,RS,Rio Grande do Sul,SÃO LEOPOLDO,2850,1137,2745301
2017,41151,Laranja,RS,Rio Grande do Sul,são leopoldo,2502,1053,1799084
2018,41151,Laranja,RS,Rio Grande do Sul,São Leopoldo,2641,1063,2243155
2019,41151,Laranja,RS,Rio Grande do Sul,São Leopoldo,2733,1106,
2020,41151,Laranja,RS,Rio Grande do Sul,São Leopoldo,2592,1178,2209944
2021,41151,Laranja,RS,Rio Grande do Sul,São Leopoldo,2434,1063,2125099
2022,41151,Laranja,RS,Rio Grande do Sul,São Leopoldo,2706,1034,1130625
2023,41151,Laranja,RS,Rio Grande do Sul,SÃO LEOPOLDO,2930,1096,2482454
2015,41155,Limão,RS,Rio Grande do Sul,São Leopoldo,2037,56,2852402
2016,41155,Limão,RS,Rio Grande do Sul,São Leopoldo,2165,48,2774060
2017,41155,Limão,RS,Rio Grande do Sul,São Leopoldo,1685,47,2289131
2018,41155,Limão,RS,Rio Grande do Sul,São Leopoldo,1818,48,1768513
2019,41155,Limão,RS,Rio Grande do Sul,São Leopoldo,1605,54,3200345
2020,41155,Limão,RS,Rio Grande do Sul,são leopoldo,1910,,2142996
2021,41155,Limão,RS,Rio Grande do Sul,são leopoldo,1925,,3498689
2022,41155,Limão,RS,Rio Grande do Sul,São Leopoldo,1958,49,3104952
2023,41155,Limão,RS,Rio Grande do Sul,São Leopoldo,1742,55,3464195
2015,41176,Tangerina,RS,Rio Grande do Sul,São Leopoldo,2427,104,3671394
2016,41176,Tangerina,RS,Rio Grande do Sul,são leopoldo,2457,115,1723544
2017,41176,Tangerina,RS,Rio Grande do Sul,São Leopoldo,2434,111,4673668
2018,41176,Tangerina,RS,Rio Grande do Sul,São Leopoldo,2374,98,2965958
2019,41176,Tangerina,RS,Rio Grande do Sul,São Leopoldo,3063,95,3393247
2020,41176,Tangerina,RS,Rio Grande do Sul,São Leopoldo,2414,104,
2021,41176,Tangerina,RS,Rio Grande do Sul,São Leopoldo,3139,108,5738591
2022,41176,Tangerina,RS,Rio Grande do Sul,São Leopoldo,2969,111,3950741
2023,41176,Tangerina,RS,Rio Grande do Sul,São Leopoldo,2922,100,3684946
2015,41160,Pomelo,RS,Rio Grande do Sul,são leopoldo,2339,114,2421324
2016,41160,Pomelo,RS,Rio Grande do Sul,SÃO LEOPOLDO,1914,113,3224241
2017,41160,Pomelo,RS,Rio Grande do Sul,São Leopoldo,2283,115,4187725
2018,41160,Pomelo,RS,Rio Grande do Sul,São Leopoldo,1917,132,2279212
2019,41160,Pomelo,RS,Rio Grande do Sul,São Leopoldo,1990,124,1804215
2020,41160,Pomelo,RS,Rio Grande do Sul,São Leopoldo,1895,114,3259935
2021,41160,Pomelo,RS,Rio Grande do Sul,São Leopoldo,-,122,2443205
2022,41160,Pomelo,RS,Rio Grande do Sul,SÃO LEOPOLDO,1916,111,3727174
2023,41160,Pomelo,RS,Rio Grande do Sul,são leopoldo,1718,,3201044
2015,41151,Laranja,RS,Rio Grande do Sul,canoas,3825,621,1836358
2016,41151,Laranja,RS,Rio Grande do Sul,canoas,4152,650,4791173
2017,41151,Laranja,RS,Rio Grande do Sul,Canoas,4708,660,2763813
2018,41151,Laranja,RS,Rio Grande do Sul,Canoas,3683,621,1871650
2019,41151,Laranja,RS,Rio Grande do Sul,Canoas,3768,631,2766256
2020,41151,Laranja,RS,Rio Grande do Sul,Canoas,4711,635,5195320
2021,41151,Laranja,RS,Rio Grande do Sul,Canoas,4566,614,2858387
2022,41151,Laranja,RS,Rio Grande do Sul,CANOAS,4346,684,4974432
2023,41151,Laranja,RS,Rio Grande do Sul,Canoas,,712,1815872
2015,41155,Limão,RS,Rio Grande do Sul,Canoas,133,156,80359
2016,41155,Limão,RS,Rio Grande do Sul,Canoas,133,162,91793
2017,41155,Limão,RS,Rio Grande do Sul,Canoas,119,157,219991
2018,41155,Limão,RS,Rio Grande do Sul,Canoas,128,143,141553
2019,41155,Limão,RS,Rio Grande do Sul,Canoas,131,150,157181
2020,41155,Limão,RS,Rio Grande do Sul,Canoas,124,139,195130
2021,41155,Limão,RS,Rio Grande do Sul,Canoas,144,158,201367
2022,41155,Limão,RS,Rio Grande do Sul,Canoas,105,153,118415
2023,41155,Limão,RS,Rio Grande do Sul,Canoas,139,140,124755
2015,41176,Tangerina,RS,Rio Grande do Sul,Canoas,4463,328,3844777
2016,41176,Tangerina,RS,Rio Grande do Sul,Canoas,,329,9058267
2017,41176,Tangerina,RS,Rio Grande do Sul,Canoas,4174,379,5665868
2018,41176,Tangerina,RS,Rio Grande do Sul,Canoas,4308,352,3911326
2019,41176,Tangerina,RS,Rio Grande do Sul,Canoas,5659,356,9370918
2020,41176,Tangerina,RS,Rio Grande do Sul,CANOAS,5557,330,7950881
2021,41176,Tangerina,RS,Rio Grande do Sul,Canoas,5707,341,8785647
2022,41176,Tangerina,RS,Rio Grande do Sul,CANOAS,5007,,6242333
2023,41176,Tangerina,RS,Rio Grande do Sul,Canoas,4885,330,5285341
2015,41160,Pomelo,RS,Rio Grande do Sul,Canoas,472,102,719495
2016,41160,Pomelo,RS,Rio Grande do Sul,Canoas,449,90,499494
2017,41160,Pomelo,RS,Rio Grande do Sul,Canoas,426,101,691168
2018,41160,Pomelo,RS,Rio Grande do Sul,Canoas,478,97,632618
2019,41160,Pomelo,RS,Rio Grande do Sul,Canoas,489,103,880841
2020,41160,Pomelo,RS,Rio Grande do Sul,Canoas,447,93,586772
2021,41160,Pomelo,RS,Rio Grande do Sul,Canoas,,104,503189
2022,41160,Pomelo,RS,Rio Grande do Sul,Canoas,,92,1000334
2023,41160,Pomelo,RS,Rio Grande do Sul,Canoas,512,107,843203
2015,41151,Laranja,RS,Rio Grande do Sul,Bagé,,1618,488009
2016,41151,Laranja,RS,Rio Grande do Sul,Bagé,1191,1646,950920
2017,41151,Laranja,RS,Rio Grande do Sul,Bagé,1152,1665,581200
2018,41151,Laranja,RS,Rio Grande do Sul,Bagé,1434,1680,968735
2019,41151,Laranja,RS,Rio Grande do Sul,Bagé,1531,1450,
2020,41151,Laranja,RS,Rio Grande do Sul,Bagé,1316,1699,1248397
2021,41151,Laranja,RS,Rio Grande do Sul,Bagé,1203,1656,992124
2022,41151,Laranja,RS,Rio Grande do Sul,Bagé,1495,1441,1060970
2023,41151,Laranja,RS,Rio Grande do Sul,Bagé,1348,1578,934856
2015,41155,Limão,RS,Rio Grande do Sul,Bagé,1018,72,1936038
2016,41155,Limão,RS,Rio Grande do Sul,Bagé,985,73,942280
2017,41155,Limão,RS,Rio Grande do Sul,Bagé,1094,,1000580
2018,41155,Limão,RS,Rio Grande do Sul,Bagé,931,65,734154
2019,41155,Limão,RS,Rio Grande do Sul,Bagé,1027,64,1807774
2020,41155,Limão,RS,Rio Grande do Sul,Bagé,1120,74,1669612
2021,41155,Limão,RS,Rio Grande do Sul,Bagé,1099,73,2090767
2022,41155,Limão,RS,Rio Grande do Sul,Bagé,1093,72,1059267
2023,41155,Limão,RS,Rio Grande do Sul,Bagé,1227,76,2409523
2015,41176,Tangerina,RS,Rio Grande do Sul,Bagé,3065,278,4797748
2016,41176,Tangerina,RS,Rio Grande do Sul,Bagé,2264,336,2204924
2017,41176,Tangerina,RS,Rio Grande do Sul,Bagé,2673,325,3105831
2018,41176,Tangerina,RS,Rio Grande do Sul,Bagé,3036,296,2668995
2019,41176,Tangerina,RS,Rio Grande do Sul,Bagé,2575,321,4345799
2020,41176,Tangerina,RS,Rio Grande do Sul,Bagé,2393,,1509926
2021,41176,Tangerina,RS,Rio Grande do Sul,Bagé,3057,307,5321235
2022,41176,Tangerina,RS,Rio Grande do Sul,Bagé,2571,294,
2023,41176,Tangerina,RS,Rio Grande do Sul,Bagé,2448,324,3485711
2015,41160,Pomelo,RS,Rio Grande do Sul,Bagé,1561,188,1478169
2016,41160,Pomelo,RS,Rio Grande do Sul,Bagé,1396,193,946726
2017,41160,Pomelo,RS,Rio Grande do Sul,Bagé,1576,167,2124166
2018,41160,Pomelo,RS,Rio Grande do Sul,Bagé,1315,170,1467151
2019,41160,Pomelo,RS,Rio Grande do Sul,Bagé,1422,202,1409350
2020,41160,Pomelo,RS,Rio Grande do Sul,Bagé,,190,2565577
2021,41160,Pomelo,RS,Rio Grande do Sul,Bagé,1259,186,2159544
2022,41160,Pomelo,RS,Rio Grande do Sul,Bagé,1526,181,1607609
2023,41160,Pomelo,RS,Rio Grande do Sul,BAGÉ,1269,194,2005492
2015,41151,Laranja,SC,Santa Catarina,Florianópolis,,893,6057805
2016,41151,Laranja,SC,Santa Catarina,Florianópolis,12461,,14408535
2017,41151,Laranja,SC,Santa Catarina,Florianópolis,11615,938,11736389
2018,41151,Laranja,SC,Santa Catarina,Florianópolis,11938,813,10719697
2019,41151,Laranja,SC,Santa Catarina,Florianópolis,13670,811,13410317
2020,41151,Laranja,SC,Santa Catarina,Florianópolis,12600,934,11685480
2021,41151,Laranja,SC,Santa Catarina,Florianópolis,12989,900,
2022,41151,Laranja,SC,Santa Catarina,Florianópolis,14069,934,14987386
2023,41151,Laranja,SC,Santa Catarina,Florianópolis,-,,7226030
2015,41155,Limão,SC,Santa Catarina,Florianópolis,,328,340507
2016,41155,Limão,SC,Santa Catarina,Florianópolis,389,311,719699
2017,41155,Limão,SC,Santa Catarina,Florianópolis,351,326,520313
2018,41155,Limão,SC,Santa Catarina,Florianópolis,317,304,306766
2019,41155,Limão,SC,Santa Catarina,Florianópolis,,287,496635
2020,41155,Limão,SC,Santa Catarina,Florianópolis,371,322,302734
2021,41155,Limão,SC,Santa Catarina,florianópolis,335,280,286845
2022,41155,Limão,SC,Santa Catarina,Florianópolis,339,328,504975
2023,41155,Limão,SC,Santa Catarina,Florianópolis,301,301,
2015,41176,Tangerina,SC,Santa Catarina,Florianópolis,-,424,5910372
2016,41176,Tangerina,SC,Santa Catarina,FLORIANÓPOLIS,5630,425,5184858
2017,41176,Tangerina,SC,Santa Catarina,Florianópolis,5540,435,3673275
2018,41176,Tangerina,SC,Santa Catarina,Florianópolis,4933,406,7934887
2019,41176,Tangerina,SC,Santa Catarina,Florianópolis,4344,447,3161795
2020,41176,Tangerina,SC,Santa Catarina,florianópolis,,386,6232340
2021,41176,Tangerina,SC,Santa Catarina,Florianópolis,5359,424,3936354
2022,41176,Tangerina,SC,Santa Catarina,Florianópolis,5576,406,10735410
2023,41176,Tangerina,SC,Santa Catarina,Florianópolis,5193,388,4315191
2015,41160,Pomelo,SC,Santa Catarina,Florianópolis,394,283,252020
2016,41160,Pomelo,SC,Santa Catarina,Florianópolis,381,265,677008
2017,41160,Pomelo,SC,Santa Catarina,Florianópolis,352,252,256387
2018,41160,Pomelo,SC,Santa Catarina,FLORIANÓPOLIS,410,,350289
2019,41160,Pomelo,SC,Santa Catarina,Florianópolis,417,289,534096
2020,41160,Pomelo,SC,Santa Catarina,Florianópolis,373,285,224421
2021,41160,Pomelo,SC,Santa Catarina,Florianópolis,367,268,514296
2022,41160,Pomelo,SC,Santa Catarina,Florianópolis,-,,565642
2023,41160,Pomelo,SC,Santa Catarina,Florianópolis,371,248,606496
2015,41151,Laranja,SC,Santa Catarina,Joinville,4769,1457,4079630
2016,41151,Laranja,SC,Santa Catarina,Joinville,3922,1460,1914318
2017,41151,Laranja,SC,Santa Catarina,Joinville,4029,1444,2546266
2018,41151,Laranja,SC,Santa Catarina,Joinville,4440,1434,4111294
2019,41151,Laranja,SC,Santa Catarina,Joinville,4354,1416,4211316
2020,41151,Laranja,SC,Santa Catarina,Joinville,4827,1423,4276571
2021,41151,Laranja,SC,Santa Catarina,Joinville,-,1430,3481709
2022,41151,Laranja,SC,Santa Catarina,Joinville,4811,1500,2418215
2023,41151,Laranja,SC,Santa Catarina,Joinville,4886,1614,4231811
2015,41155,Limão,SC,Santa Catarina,Joinville,1651,311,1391251
2016,41155,Limão,SC,Santa Catarina,Joinville,1597,327,2545071
2017,41155,Limão,SC,Santa Catarina,JOINVILLE,1427,308,1459078
2018,41155,Limão,SC,Santa Catarina,Joinville,-,323,1218964
2019,41155,Limão,SC,Santa Catarina,Joinville,1879,330,2162494
2020,41155,Limão,SC,Santa Catarina,Joinville,1777,340,1071963
2021,41155,Limão,SC,Santa Catarina,Joinville,1445,356,1984809
2022,41155,Limão,SC,Santa Catarina,Joinville,1918,345,1279845
2023,41155,Limão,SC,Santa Catarina,Joinville,1812,310,1718003
2015,41176,Tangerina,SC,Santa Catarina,Joinville,3171,351,3747992
2016,41176,Tangerina,SC,Santa Catarina,Joinville,2549,340,4746873
2017,41176,Tangerina,SC,Santa Catarina,Joinville,2895,342,1940148
2018,41176,Tangerina,SC,Santa Catarina,Joinville,,334,2419956
2019,41176,Tangerina,SC,Santa Catarina,Joinville,2880,306,2381131
2020,41176,Tangerina,SC,Santa Catarina,Joinville,2851,362,5391794
2021,41176,Tangerina,SC,Santa Catarina,JOINVILLE,2531,304,2688591
2022,41176,Tangerina,SC,Santa Catarina,Joinville,2543,316,2979399
2023,41176,Tangerina,SC,Santa Catarina,Joinville,2879,358,3490947
2015,41160,Pomelo,SC,Santa Catarina,Joinville,553,81,494853
2016,41160,Pomelo,SC,Santa Catarina,Joinville,570,78,529520
2017,41160,Pomelo,SC,Santa Catarina,Joinville,578,72,1133508
2018,41160,Pomelo,SC,Santa Catarina,Joinville,662,86,1010665
2019,41160,Pomelo,SC,Santa Catarina,Joinville,601,84,916390
2020,41160,Pomelo,SC,Santa Catarina,Joinville,646,78,1133585
2021,41160,Pomelo,SC,Santa Catarina,Joinville,571,77,854071
2022,41160,Pomelo,SC,Santa Catarina,Joinville,548,79,1043166
2023,41160,Pomelo,SC,Santa Catarina,Joinville,587,77,790857
2015,41151,Laranja,SC,Santa Catarina,Blumenau,8354,1505,9627073
2016,41151,Laranja,SC,Santa Catarina,Blumenau,9172,1488,5398317
2017,41151,Laranja,SC,Santa Catarina,blumenau,9812,,10980079
2018,41151,Laranja,SC,Santa Catarina,Blumenau,9690,1402,5046944
2019,41151,Laranja,SC,Santa Catarina,Blumenau,8750,1598,8850226
2020,41151,Laranja,SC,Santa Catarina,Blumenau,8557,1400,6533464
2021,41151,Laranja,SC,Santa Catarina,Blumenau,8927,1430,9361986
2022,41151,Laranja,SC,Santa Catarina,Blumenau,10012,1541,10544269
2023,41151,Laranja,SC,Santa Catarina,Blumenau,8709,1585,
2015,41155,Limão,SC,Santa Catarina,Blumenau,127,235,166431
2016,41155,Limão,SC,Santa Catarina,Blumenau,122,246,227564
2017,41155,Limão,SC,Santa Catarina,Blumenau,115,228,98782
2018,41155,Limão,SC,Santa Catarina,Blumenau,108,237,198736
